N,P,K,temperature,humidity,ph,rainfall,label
29.08,71.07,45.51,16.63,54.54,7.08,50.84,Chickpea
79.95,44.06,54.06,30.34,53.6,7.48,78.41,Cotton
29.09,71.1,26.83,12.17,35.86,7.21,40.35,Lentil
60.06,55.26,54.68,23.63,60.31,6.93,72.97,Sunflower
72.99,33.33,41.46,30.79,46.24,7.31,97.02,Cotton
80.38,54.7,66.46,28.73,87.2,6.75,246.34,Jute
74.71,36.23,53.86,34.26,46.51,7.39,93.67,Cotton
82.33,54.61,47.29,11.66,64.95,7.01,52.34,Barley
54.49,41.69,69.77,34.05,59.15,5.94,70.07,Mango
113.69,62.12,74.78,12.81,56.17,6.73,50.59,Wheat
73.65,44.55,46.27,33.03,48.36,7.47,51.42,Jowar
75.13,27.94,64.75,33.64,60.07,5.64,105.68,Mango
67.64,39.68,73.65,20.32,52.83,6.66,70.25,Onion
24.83,85.12,38.48,18.45,52.38,7.48,45.03,Chickpea
81.04,50.83,54.18,33.71,87.14,6.8,216.97,Rice
63.14,48.24,52.51,10.7,46.1,6.15,43.13,Mustard
77.18,36.85,45.96,30.44,40.04,7.1,91.69,Cotton
80.6,56.21,66.32,35.88,83.72,6.35,198.59,Jute
77.78,44.94,49.64,37.59,43.87,7.55,35.78,Bajra
70.82,30.35,58.48,31.15,67.08,6.57,110.44,Mango
102.13,55.11,75.68,24.55,63.31,5.99,126.81,Maize
115.99,74.57,120.79,35.51,79.12,6.33,179.9,Banana
87.55,43.97,45.1,10.25,46.05,6.57,26.28,Mustard
81.25,49.18,54.65,31.07,86.73,6.08,247.57,Rice
104.41,61.65,78.13,19.27,60.66,6.92,65.52,Wheat
106.21,48.77,58.81,37.64,87.7,6.6,204.87,Jute
96.56,51.19,89.4,20.11,62.27,6.34,65.54,Tomato
123.73,67.86,77.58,37.04,78.53,7.28,189.72,Sugarcane
19.97,59.38,40.37,15.2,43.6,7.27,47.74,Lentil
83.82,57.02,51.82,12.24,45.92,7.62,67.16,Barley
104.93,64.24,108.75,35.26,81.53,6.4,152.77,Banana
98.74,53.43,62.83,19.68,71.5,6.73,68.07,Onion
94.4,45.03,78.06,27.12,69.3,6.07,125.22,Maize
92.53,52.44,92.78,23.97,60.13,6.47,100.91,Tomato
57.9,35.71,44.17,38.32,46.73,7.19,41.17,Bajra
87.65,67.27,79.32,20.87,63.11,6.65,76.64,Tomato
26.54,74.05,35.32,19.43,39.48,6.66,40.35,Lentil
81.15,55.41,48.82,37.78,82.02,6.45,208.77,Jute
31.65,73.65,56.81,25.05,71.91,7.16,125.37,Soybean
65.27,39.5,60.38,34.68,58.66,6.47,81.76,Mango
113.54,60.64,81.92,17.4,53.16,7.34,50.91,Wheat
79.77,51.84,50.5,34.42,60.41,7.72,78.66,Jowar
116.77,67.29,75.7,37.32,77.84,6.54,167.12,Sugarcane
100.9,75.75,116.7,20.89,80.15,6.08,115.49,Potato
82.11,54.71,75.22,26.38,63.08,6.49,67.31,Tomato
82.81,46.32,51.32,36.58,43.84,7.53,48.96,Jowar
73.52,44.14,83.55,21.57,54.67,6.29,84.5,Onion
84.99,56.11,42.86,33.96,84.09,6.63,202.07,Jute
97.0,38.96,66.53,35.74,83.62,6.97,217.68,Jute
21.24,77.21,34.65,18.59,49.28,7.54,43.05,Lentil
108.58,72.1,99.82,37.86,75.69,6.14,166.0,Banana
17.45,67.36,33.23,19.12,35.16,7.76,40.61,Lentil
84.17,43.96,39.82,35.93,40.14,7.72,40.85,Bajra
96.11,52.94,64.55,25.39,61.37,6.5,121.28,Maize
101.06,67.23,119.91,15.92,73.54,5.74,118.13,Potato
51.05,37.88,56.97,28.52,64.23,5.82,108.7,Mango
72.66,51.49,64.18,10.35,45.49,6.64,56.98,Barley
35.39,69.81,60.03,23.79,63.89,6.91,128.84,Soybean
63.84,30.58,53.32,29.47,44.92,7.86,64.31,Jowar
68.62,57.34,39.42,22.52,63.15,6.59,74.89,Sunflower
76.3,56.02,53.08,22.08,66.85,6.47,96.64,Sunflower
101.42,43.16,48.74,32.13,88.82,6.75,196.81,Jute
70.37,35.56,55.41,15.56,46.49,6.32,25.04,Mustard
78.77,29.83,41.25,31.44,41.87,7.91,65.61,Cotton
107.64,32.99,52.76,33.11,83.58,6.25,207.78,Jute
76.23,25.97,42.27,36.05,41.2,6.29,48.54,Bajra
72.6,39.11,47.84,36.78,59.5,5.76,88.6,Mango
60.29,45.77,49.5,12.78,51.3,6.05,47.59,Mustard
34.89,56.97,54.98,22.65,58.77,6.79,130.1,Soybean
61.91,34.64,48.34,13.7,47.32,6.46,46.4,Mustard
85.66,41.11,60.38,29.4,81.71,7.08,196.56,Jute
58.22,36.55,49.12,24.69,62.88,6.75,93.97,Sunflower
95.31,62.6,63.02,25.31,60.61,5.83,136.02,Maize
116.65,68.04,87.33,10.6,60.38,6.64,62.47,Wheat
72.51,43.76,56.64,30.76,61.73,6.9,67.84,Mango
65.58,39.04,37.5,23.74,64.22,6.79,84.4,Sunflower
103.18,58.64,68.57,25.39,76.13,6.35,96.11,Tomato
97.89,40.03,58.0,25.21,68.1,6.09,136.53,Maize
102.58,67.2,72.02,16.23,55.34,7.29,57.01,Wheat
110.19,65.46,77.19,10.81,52.9,7.45,62.26,Wheat
93.6,41.44,40.61,27.58,84.63,6.87,236.36,Rice
94.88,40.67,51.4,32.62,88.77,6.34,241.06,Rice
61.99,55.89,57.45,25.64,56.89,6.58,70.28,Sunflower
81.42,33.22,51.1,31.95,40.78,7.94,67.47,Cotton
98.97,48.24,84.7,17.65,52.14,6.97,61.25,Onion
59.2,46.68,56.32,26.26,67.18,6.86,70.21,Sunflower
74.3,55.0,46.57,8.39,60.23,7.2,47.6,Barley
136.8,67.73,92.23,34.68,76.74,7.19,153.49,Sugarcane
29.1,75.84,45.36,22.06,65.84,7.18,103.62,Soybean
23.37,61.52,62.63,27.32,63.39,6.32,90.64,Soybean
44.4,55.48,51.27,30.31,67.94,6.03,87.97,Groundnut
103.65,82.43,125.32,19.68,72.37,5.44,116.45,Potato
30.78,82.64,57.03,26.1,64.59,6.34,103.6,Soybean
26.86,65.2,43.87,17.58,52.06,7.91,32.14,Chickpea
55.72,49.45,47.27,23.25,56.84,6.96,79.68,Sunflower
133.6,73.47,89.98,29.87,81.73,7.46,179.01,Sugarcane
119.33,69.45,76.7,15.71,63.64,6.51,74.32,Wheat
22.4,70.93,48.85,20.46,44.3,6.89,37.68,Chickpea
122.98,59.55,81.36,33.04,82.19,7.24,179.55,Sugarcane
99.54,56.06,55.96,25.73,69.33,6.15,117.88,Maize
62.3,26.75,60.57,31.77,69.72,5.63,71.55,Mango
31.05,66.54,60.07,27.59,64.8,6.23,119.05,Soybean
74.96,45.8,50.52,37.57,40.1,6.97,36.76,Bajra
15.0,78.29,36.01,16.96,46.3,7.14,46.42,Lentil
40.56,49.04,55.3,28.82,53.0,5.98,87.05,Groundnut
78.22,62.49,94.7,27.64,75.49,6.54,74.02,Tomato
88.56,46.47,40.11,12.87,49.24,6.5,43.1,Mustard
102.71,61.46,83.95,16.43,61.74,7.44,70.76,Wheat
22.03,72.87,41.4,19.9,42.05,7.74,49.03,Chickpea
94.26,52.01,70.22,17.36,65.1,6.64,88.98,Onion
58.01,42.09,45.72,29.03,59.2,6.06,110.6,Mango
91.02,33.95,49.56,28.84,87.52,6.87,245.19,Jute
102.95,69.15,113.87,28.41,79.7,6.16,155.08,Banana
30.86,65.68,53.21,24.27,71.37,5.98,87.4,Groundnut
65.27,45.49,56.65,19.34,68.44,6.49,84.67,Onion
24.07,70.63,59.91,22.52,63.7,6.72,111.15,Soybean
64.98,51.16,46.07,32.32,45.91,6.95,67.67,Jowar
130.76,70.06,78.79,32.01,77.24,6.86,166.11,Sugarcane
60.08,49.4,57.59,36.89,61.4,5.78,118.6,Mango
54.29,26.84,68.17,29.17,55.01,6.89,109.16,Mango
108.87,41.05,67.58,25.51,71.04,5.83,128.67,Maize
81.23,52.25,57.62,28.25,84.45,6.35,239.84,Jute
116.22,61.97,74.27,16.76,56.08,7.43,52.67,Wheat
92.5,49.3,68.41,15.02,68.36,6.69,70.4,Onion
106.56,77.92,101.26,17.13,80.11,5.35,88.89,Potato
100.98,61.91,85.81,14.54,54.52,6.88,75.63,Wheat
112.87,78.21,112.83,21.62,73.91,5.83,104.46,Potato
124.44,69.83,83.21,32.93,83.74,7.46,196.35,Sugarcane
81.02,29.69,55.85,36.19,46.29,7.84,75.79,Jowar
97.39,55.21,74.95,25.89,75.06,6.57,93.8,Tomato
59.22,41.58,48.82,23.2,65.6,6.72,76.81,Sunflower
90.45,54.76,74.89,27.43,76.41,6.41,76.63,Tomato
21.71,71.41,32.81,14.81,42.34,7.41,37.54,Lentil
82.64,47.02,59.0,12.28,41.46,6.83,54.95,Mustard
77.91,45.6,41.2,38.66,48.0,6.5,45.9,Bajra
122.68,60.08,118.0,34.61,75.85,6.44,172.6,Banana
96.3,41.93,61.44,20.16,62.17,6.72,74.41,Onion
25.42,83.45,49.82,19.25,45.25,7.89,43.8,Chickpea
118.73,63.08,87.39,17.64,53.72,6.54,53.06,Wheat
79.32,51.52,55.31,17.32,58.91,6.39,67.38,Barley
71.08,44.49,40.34,37.58,45.53,7.01,87.57,Cotton
84.12,38.62,44.1,39.02,52.75,7.88,49.17,Bajra
57.33,47.35,46.1,24.72,65.35,6.42,97.13,Sunflower
81.77,46.75,46.97,17.83,61.93,6.23,46.89,Barley
18.93,70.94,44.09,17.49,50.75,7.48,43.2,Lentil
33.35,78.38,40.55,21.16,49.75,7.86,31.0,Chickpea
81.97,28.46,41.75,28.14,45.69,7.94,41.69,Jowar
100.82,69.55,123.39,33.96,82.2,5.64,159.17,Banana
99.08,58.36,64.18,22.11,61.21,6.15,134.5,Maize
92.07,56.11,55.78,11.17,50.58,6.78,37.22,Barley
54.75,40.31,43.6,28.44,52.39,6.48,57.95,Jowar
76.29,61.46,97.74,26.84,66.41,6.15,74.47,Tomato
66.03,50.06,81.9,22.16,52.57,7.08,70.83,Onion
35.78,70.74,48.34,27.33,58.89,5.94,92.04,Groundnut
93.08,54.1,60.88,19.32,64.05,7.13,60.93,Onion
81.91,32.94,36.16,34.77,46.65,6.56,43.53,Bajra
28.34,72.56,26.2,17.36,39.1,6.77,29.9,Lentil
67.5,40.91,52.61,11.37,53.76,6.36,49.52,Mustard
102.92,65.34,112.84,21.75,79.8,5.98,93.02,Potato
110.42,69.65,92.34,35.92,73.85,6.94,182.96,Sugarcane
64.82,29.62,41.64,32.88,45.34,7.36,33.76,Bajra
121.97,48.45,109.9,28.39,86.53,6.74,164.56,Banana
32.97,65.15,60.24,24.81,63.24,6.74,109.19,Soybean
38.86,64.83,60.93,30.05,68.47,6.33,104.6,Groundnut
85.37,49.15,81.28,23.14,77.49,6.79,83.48,Tomato
72.9,35.35,36.79,31.8,53.97,7.38,45.97,Jowar
29.9,80.6,63.45,24.48,67.64,7.17,94.02,Soybean
93.97,29.12,53.1,30.35,41.0,7.55,64.2,Cotton
77.98,43.87,67.65,8.35,52.63,7.75,44.78,Barley
103.96,45.18,84.94,20.71,67.34,6.51,96.03,Tomato
98.01,67.37,71.49,22.41,66.27,6.15,65.55,Tomato
28.93,80.23,39.37,19.56,53.78,7.04,50.03,Chickpea
101.67,62.11,85.05,10.51,57.39,6.94,60.03,Wheat
92.38,56.23,69.18,25.32,60.38,6.13,146.23,Maize
65.26,47.12,55.23,17.14,61.09,6.52,56.15,Onion
67.66,36.94,45.34,31.69,69.09,6.93,95.77,Mango
60.2,30.02,42.67,29.52,67.66,5.52,107.56,Mango
29.07,59.08,42.8,28.91,56.16,5.97,92.39,Groundnut
84.77,36.01,53.38,31.29,56.98,7.91,45.29,Jowar
16.36,74.42,36.26,17.35,40.57,6.91,30.78,Lentil
69.63,32.21,55.45,29.09,56.67,7.45,41.42,Jowar
60.64,33.77,54.2,15.69,51.54,6.48,45.25,Mustard
52.16,58.99,44.61,23.88,67.66,7.14,89.26,Sunflower
35.32,56.93,46.65,28.16,66.69,6.62,104.24,Groundnut
64.52,31.11,53.97,15.86,48.29,6.68,41.15,Mustard
84.83,39.21,59.6,17.88,61.25,7.06,61.55,Onion
29.17,67.89,45.22,18.48,41.09,7.41,50.21,Chickpea
36.77,65.72,46.74,24.12,58.99,5.92,82.0,Groundnut
112.5,71.12,119.79,20.43,83.06,5.66,94.53,Potato
100.63,60.14,74.78,25.49,69.37,5.93,102.5,Maize
16.4,73.39,25.86,13.52,46.29,6.45,49.3,Lentil
70.49,44.03,48.05,37.13,58.94,5.74,108.99,Mango
28.07,71.01,49.67,27.79,64.58,6.28,91.0,Groundnut
118.66,60.2,73.08,18.86,56.88,7.06,69.89,Wheat
25.39,65.09,50.63,19.89,42.31,7.98,45.2,Chickpea
114.23,71.42,97.15,30.35,71.7,6.55,180.41,Sugarcane
37.18,81.47,52.43,22.8,59.46,6.6,111.47,Soybean
63.01,45.61,42.26,12.04,43.2,6.17,43.49,Mustard
27.51,74.59,45.79,17.66,46.48,7.2,36.9,Chickpea
82.5,65.83,97.31,26.73,63.57,6.25,88.26,Tomato
54.09,43.31,41.45,26.42,64.13,7.15,91.73,Sunflower
93.59,38.87,58.81,34.44,49.0,7.98,85.69,Cotton
39.85,58.77,49.61,23.85,65.17,6.99,138.55,Soybean
25.59,67.78,54.42,19.02,42.3,7.03,43.68,Chickpea
93.2,67.36,96.58,24.41,75.52,6.43,91.96,Tomato
22.34,76.71,42.14,18.53,36.04,6.67,46.89,Lentil
77.76,57.26,64.74,13.63,56.16,6.64,66.81,Barley
24.22,60.64,54.25,28.54,56.26,6.08,106.88,Groundnut
101.46,51.33,70.62,27.0,66.5,6.35,74.94,Tomato
98.3,59.2,56.01,22.74,62.44,6.08,142.29,Maize
84.57,56.56,98.82,20.89,61.89,6.03,79.4,Tomato
115.33,64.98,76.2,18.12,63.01,7.17,51.41,Wheat
64.42,54.14,49.24,16.84,48.37,6.66,25.72,Mustard
91.72,50.12,52.23,25.18,88.72,6.93,228.26,Rice
110.3,67.75,81.24,15.53,51.72,6.63,65.89,Wheat
21.33,83.24,47.04,19.63,56.18,7.68,49.52,Chickpea
78.66,37.73,36.17,30.18,49.43,7.55,60.66,Bajra
95.05,43.17,57.62,33.72,80.29,6.83,206.44,Rice
79.85,69.47,71.89,20.22,69.32,6.25,66.96,Tomato
120.94,55.51,106.95,19.24,77.54,5.73,89.28,Potato
117.89,62.68,78.21,18.99,63.44,7.19,75.77,Wheat
115.42,77.74,113.74,18.97,76.25,5.72,118.1,Potato
90.34,45.23,68.88,16.97,67.46,6.26,79.69,Onion
89.57,51.05,48.46,15.92,52.09,6.21,35.17,Mustard
28.43,89.84,44.11,20.0,54.27,7.24,51.42,Chickpea
83.91,65.6,80.04,25.02,74.82,6.27,90.58,Tomato
27.83,88.82,47.08,19.24,42.3,7.99,49.32,Chickpea
56.46,49.98,53.35,34.2,68.1,5.53,101.28,Mango
81.77,47.59,86.12,25.5,65.31,6.48,99.92,Tomato
37.08,78.74,53.97,27.19,70.79,6.75,97.96,Soybean
79.57,44.11,49.93,25.67,63.94,6.24,78.75,Sunflower
54.9,45.09,55.81,23.35,63.9,6.34,80.62,Sunflower
56.8,50.12,50.46,32.07,43.38,7.63,61.16,Jowar
33.43,68.46,52.0,21.64,46.5,7.28,49.48,Chickpea
94.67,46.59,55.95,22.74,71.84,6.02,105.77,Maize
85.74,43.29,66.93,28.95,87.91,6.39,210.63,Jute
82.11,53.14,56.44,28.8,87.76,6.96,210.19,Rice
80.26,28.85,54.9,31.02,41.56,7.71,68.35,Cotton
18.01,77.51,34.94,18.07,36.09,6.93,41.86,Lentil
22.84,72.24,52.8,16.21,56.61,7.28,47.89,Chickpea
21.37,46.34,42.76,24.56,54.5,6.04,90.55,Groundnut
125.11,74.31,114.7,21.91,74.25,5.73,107.29,Potato
83.02,38.95,49.78,36.54,46.71,7.22,78.58,Jowar
78.51,39.81,71.08,22.09,63.48,7.17,58.47,Onion
79.41,43.69,54.24,23.54,55.99,6.23,88.19,Sunflower
114.37,59.68,105.77,30.57,84.33,5.94,169.29,Banana
64.5,36.8,66.94,10.62,54.67,7.62,46.54,Barley
127.02,88.93,106.5,20.24,83.9,5.29,96.56,Potato
71.16,50.12,55.89,12.86,49.06,7.6,61.24,Barley
27.05,53.74,44.84,28.3,68.07,6.68,107.53,Groundnut
112.87,62.09,81.28,37.16,82.79,7.08,176.02,Sugarcane
65.69,53.33,81.2,16.59,58.83,6.37,86.73,Onion
56.39,40.96,39.1,39.33,48.28,6.49,68.3,Bajra
20.83,79.78,66.06,23.67,66.6,6.56,128.46,Soybean
75.44,31.68,59.2,34.16,46.01,7.52,91.16,Cotton
23.31,68.03,51.19,27.4,53.37,6.47,92.98,Groundnut
100.76,46.63,46.54,29.22,86.94,6.54,250.0,Jute
64.34,48.02,58.25,8.6,60.46,7.17,45.88,Barley
119.39,63.78,71.24,13.39,57.59,6.66,69.74,Wheat
101.47,39.65,61.9,32.19,87.96,6.75,176.6,Jute
92.95,41.83,75.31,26.51,69.04,6.3,133.47,Maize
60.69,29.6,49.18,28.35,51.81,6.39,112.64,Mango
105.23,50.86,113.87,31.16,82.15,6.59,151.04,Banana
75.07,56.4,49.14,9.54,47.92,6.83,39.01,Barley
51.04,56.04,40.42,24.36,59.85,7.1,85.13,Sunflower
97.77,59.11,57.24,33.1,86.55,6.55,204.35,Rice
90.14,40.83,42.97,34.87,89.65,6.0,247.59,Rice
24.4,58.51,45.35,24.57,62.76,6.9,138.83,Soybean
98.05,47.26,75.73,22.09,68.86,7.02,84.27,Onion
105.5,61.08,114.39,15.65,83.42,5.3,104.66,Potato
20.27,83.74,47.81,15.44,57.37,6.53,44.75,Chickpea
34.04,56.74,46.07,24.01,68.21,6.32,121.78,Soybean
127.2,66.42,97.85,33.26,72.06,7.07,154.57,Sugarcane
98.36,62.78,79.83,22.64,62.8,6.47,147.92,Maize
74.49,52.22,65.76,10.04,62.4,7.33,53.12,Barley
20.38,79.13,38.96,16.25,51.47,7.65,37.8,Lentil
70.74,38.24,42.25,36.43,54.43,7.4,55.95,Jowar
82.15,47.73,48.66,35.77,83.58,6.87,214.23,Jute
35.77,42.39,51.38,24.55,56.4,6.36,105.06,Groundnut
51.45,47.91,55.05,37.64,60.77,5.85,118.61,Mango
56.83,41.61,36.18,27.64,60.93,6.87,90.62,Sunflower
91.89,49.38,83.67,20.21,65.9,7.12,78.32,Onion
18.62,69.64,38.77,13.12,41.09,7.66,39.18,Lentil
73.19,44.21,54.9,22.45,59.87,6.54,99.79,Sunflower
93.02,40.11,47.23,33.04,88.52,7.15,247.76,Jute
68.95,37.26,57.34,25.79,67.82,6.54,99.14,Sunflower
63.77,48.91,45.47,27.34,62.26,7.12,85.32,Sunflower
72.17,51.42,72.86,23.28,66.84,6.5,59.13,Onion
71.3,43.89,42.41,13.64,48.2,6.54,44.04,Mustard
95.03,63.28,89.97,23.8,64.86,6.53,81.71,Tomato
101.67,79.07,122.81,20.98,81.16,6.12,109.93,Potato
125.36,68.49,127.44,16.71,80.4,5.94,90.96,Potato
102.99,66.48,73.45,18.72,59.2,6.66,78.87,Wheat
97.48,50.47,45.57,28.02,80.93,6.58,196.31,Jute
91.58,40.66,63.06,34.25,87.77,6.57,225.34,Jute
20.73,74.89,52.07,20.28,49.31,7.36,33.25,Chickpea
64.28,37.44,52.47,15.81,40.71,6.53,41.96,Mustard
25.95,89.77,52.64,20.25,49.67,7.19,34.62,Chickpea
64.65,32.76,49.13,36.08,59.22,7.26,62.29,Jowar
55.03,47.33,36.16,22.22,61.45,6.42,70.28,Sunflower
127.91,60.82,92.89,36.06,73.9,6.8,183.06,Sugarcane
105.67,64.0,86.24,10.14,59.74,7.17,73.96,Wheat
25.99,75.02,43.11,15.69,57.56,6.71,38.52,Chickpea
73.41,59.49,66.49,17.55,70.63,6.4,81.09,Onion
69.25,43.64,48.81,9.29,54.65,7.02,36.35,Barley
63.85,49.21,58.49,17.31,51.46,6.73,63.85,Barley
78.49,27.65,55.67,29.65,62.01,5.85,107.38,Mango
101.6,64.77,82.6,18.29,61.75,6.78,78.23,Wheat
86.48,54.33,57.5,30.32,85.62,6.88,224.44,Jute
33.3,76.33,50.43,20.9,52.8,7.26,45.65,Chickpea
80.36,41.89,53.66,25.71,83.19,6.84,201.16,Rice
27.73,68.68,43.43,19.33,50.65,6.42,28.02,Lentil
32.0,81.66,52.29,22.71,59.83,6.69,126.61,Soybean
74.64,40.84,48.32,30.75,47.27,7.09,65.16,Cotton
63.38,37.41,30.28,35.92,45.86,7.15,51.04,Bajra
79.62,38.9,41.38,37.62,42.23,6.21,42.44,Bajra
109.05,60.87,77.57,26.89,65.51,5.98,118.52,Maize
53.04,38.7,38.61,36.75,50.28,7.49,54.82,Jowar
82.61,42.31,56.4,21.7,54.5,6.23,75.55,Onion
118.22,68.21,85.2,10.49,62.66,6.94,60.27,Wheat
101.79,73.71,100.03,20.51,77.59,5.69,94.5,Potato
115.15,49.31,97.18,37.85,76.62,6.03,194.15,Banana
32.36,82.83,46.81,24.25,71.12,6.42,130.66,Soybean
106.41,60.94,78.54,11.29,64.21,6.98,59.52,Wheat
22.77,82.03,53.49,18.77,55.78,6.69,42.34,Chickpea
21.75,83.77,65.28,25.72,60.87,6.53,97.22,Soybean
79.82,28.81,60.39,32.59,55.44,6.54,101.75,Mango
78.52,52.5,55.79,11.55,53.2,6.5,47.38,Mustard
93.47,57.62,82.49,20.79,61.35,6.47,88.04,Tomato
107.35,49.26,49.77,32.9,87.63,7.01,197.47,Jute
85.45,48.27,42.44,26.81,86.81,6.18,226.26,Rice
123.69,48.18,85.34,30.56,83.28,5.6,189.19,Banana
92.08,60.32,55.97,25.95,63.27,6.41,124.25,Maize
19.47,58.98,41.6,19.77,40.94,6.74,40.04,Lentil
107.34,88.02,111.03,19.65,75.18,6.01,115.88,Potato
28.97,69.3,37.08,19.75,54.02,7.25,39.1,Chickpea
60.18,35.39,54.0,16.17,45.04,6.41,26.12,Mustard
90.63,50.81,52.75,32.26,89.76,6.52,216.15,Rice
90.38,47.7,47.73,34.87,80.45,7.03,216.66,Jute
85.6,37.14,52.41,28.52,84.88,6.93,212.44,Jute
75.44,41.68,58.56,16.15,54.97,6.13,48.76,Mustard
87.7,45.93,59.04,10.74,41.09,6.6,53.98,Mustard
54.58,50.26,37.41,36.41,43.81,7.98,75.96,Jowar
86.97,42.47,48.65,33.3,51.46,7.58,62.84,Cotton
76.94,41.55,77.41,19.12,53.54,6.99,75.49,Onion
82.69,30.13,33.42,35.77,56.2,6.6,70.17,Jowar
15.94,70.76,26.57,13.4,39.4,7.42,29.1,Lentil
88.14,38.48,46.72,31.36,48.71,7.48,89.15,Cotton
75.87,35.1,54.77,33.4,44.42,7.99,69.09,Bajra
80.84,57.62,96.07,24.26,73.47,6.14,69.77,Tomato
74.48,36.46,59.68,32.33,51.92,7.49,61.59,Cotton
86.88,51.36,78.24,27.87,73.02,6.24,92.24,Tomato
123.13,58.25,123.38,15.22,77.47,6.06,83.46,Potato
79.09,30.98,54.54,28.23,61.01,6.07,78.74,Mango
80.7,31.61,41.81,34.5,47.19,7.1,84.5,Cotton
107.38,63.57,76.88,15.21,56.61,7.38,65.17,Wheat
93.96,49.57,62.79,8.99,59.55,6.53,32.87,Barley
39.32,70.97,53.9,27.63,63.11,7.11,132.78,Soybean
103.9,68.27,81.25,17.62,60.7,6.71,67.06,Wheat
61.6,31.91,47.27,31.46,69.43,6.97,83.23,Mango
26.02,78.21,37.45,18.78,51.0,8.0,54.38,Chickpea
28.76,77.38,43.18,17.92,36.82,6.96,28.29,Lentil
31.07,73.18,51.54,20.38,45.07,6.52,32.95,Chickpea
29.65,69.8,41.66,26.69,60.51,6.49,83.79,Groundnut
31.68,88.91,40.33,16.87,56.0,7.66,53.16,Chickpea
61.92,27.79,46.98,33.01,69.08,6.37,87.47,Mango
96.02,58.9,84.28,19.27,57.88,6.97,61.32,Onion
83.64,43.67,46.08,30.25,84.32,6.29,230.59,Rice
121.4,71.11,91.33,32.37,79.78,6.55,159.01,Sugarcane
23.53,58.38,38.6,25.58,57.62,6.27,111.91,Groundnut
82.24,34.12,44.11,36.05,46.77,7.96,70.43,Cotton
67.08,37.41,65.23,11.98,60.95,7.3,60.49,Barley
64.28,26.25,66.73,33.6,55.86,6.53,109.23,Mango
101.58,64.43,75.22,13.43,62.52,7.44,55.57,Wheat
94.41,32.27,55.26,9.6,51.59,6.41,56.73,Barley
85.5,43.66,49.98,10.39,53.47,6.54,46.67,Barley
37.34,61.51,42.9,29.53,57.82,6.0,108.63,Groundnut
69.62,42.33,55.05,11.67,59.81,6.21,30.71,Barley
21.25,75.71,34.3,14.36,48.17,7.58,35.51,Lentil
65.01,39.05,32.76,31.04,57.3,6.81,40.22,Bajra
109.64,67.58,75.64,13.18,63.87,6.56,64.57,Wheat
27.6,75.71,31.44,14.39,40.19,7.52,45.79,Lentil
122.61,56.77,80.05,29.55,77.23,7.03,197.45,Sugarcane
65.49,53.89,64.69,19.23,62.95,6.61,82.1,Onion
123.8,63.03,94.8,34.71,78.07,6.14,160.79,Banana
31.33,73.08,53.76,15.54,57.3,6.87,30.23,Chickpea
38.23,52.27,44.73,31.42,57.47,6.34,84.67,Groundnut
39.78,48.54,54.08,24.46,65.16,6.59,102.22,Groundnut
112.85,70.04,89.4,37.14,87.61,6.46,161.01,Banana
104.15,69.1,108.84,29.77,78.93,6.5,192.26,Banana
110.07,67.53,92.81,29.31,88.91,6.4,177.86,Banana
32.79,48.99,56.95,24.07,61.26,6.66,102.83,Groundnut
79.46,39.95,47.38,10.22,56.24,7.08,46.89,Barley
99.44,52.4,73.31,22.53,68.02,6.43,102.89,Maize
137.92,73.65,99.23,29.25,72.41,7.18,177.07,Sugarcane
105.6,65.35,88.29,35.17,79.86,6.11,153.3,Banana
54.05,41.56,46.2,33.68,51.36,6.54,38.98,Jowar
78.35,49.28,67.9,33.02,54.41,6.09,98.78,Mango
61.1,45.3,42.97,36.28,55.59,7.06,60.25,Bajra
107.64,82.34,105.4,18.25,80.06,6.16,119.97,Potato
80.87,54.39,63.34,17.4,59.46,6.54,41.92,Barley
109.16,62.07,104.26,31.04,86.8,6.45,191.69,Banana
102.5,46.27,93.08,21.09,63.18,6.38,82.8,Tomato
83.2,38.68,66.98,22.06,63.11,6.48,87.5,Onion
73.78,50.84,50.86,23.39,67.6,6.86,75.92,Sunflower
29.73,78.67,41.48,17.65,46.28,6.46,31.79,Lentil
68.99,47.67,36.52,33.99,51.76,6.53,63.4,Bajra
86.7,70.31,82.94,26.9,71.93,6.41,79.06,Tomato
75.53,41.81,44.27,16.04,42.53,6.49,37.64,Mustard
90.58,56.29,72.67,18.29,56.86,7.1,88.95,Onion
62.34,55.97,64.21,13.4,60.56,6.32,35.41,Barley
38.46,66.81,58.07,27.29,64.52,6.35,101.89,Groundnut
58.97,48.6,48.1,28.34,45.93,7.81,55.91,Jowar
73.62,28.55,57.25,33.14,40.07,7.27,83.91,Cotton
66.09,32.37,35.06,34.45,55.38,7.38,36.4,Bajra
67.68,35.89,49.58,33.83,62.36,6.09,116.51,Mango
62.81,46.35,30.72,35.3,55.06,6.25,41.29,Bajra
63.07,37.72,61.3,8.97,61.65,6.2,65.6,Barley
107.66,53.2,67.94,25.47,68.99,6.48,103.68,Maize
80.08,47.59,52.67,35.58,87.49,7.15,205.03,Jute
82.14,32.26,45.57,39.51,51.68,7.81,67.59,Bajra
126.07,61.25,80.63,33.06,79.09,6.51,189.01,Sugarcane
108.97,32.01,43.99,36.04,87.39,6.47,217.58,Jute
81.7,44.73,48.51,34.83,40.82,7.84,85.93,Cotton
90.71,44.3,40.24,27.41,89.76,6.8,247.98,Rice
